feature,mean_abs_shap
ped_spn_trnsvol_cell,0.00296582922980237
bmi,0.0021610693566017428
otherwrvu6,0.0014046010252118006
pralbum,0.001326484202660565
dprwbc,0.0012925836689272388
othercpt3,0.0012175850246255128
readmrelicd101,0.00120681601773668
ethnicity_hispanic_Unkn,0.0011537253764435911
race_White,0.0010602656731540949
otherwrvu7,0.0010197381647892854
ped_sap_time2,0.0009826217465917695
asaclas_ASA 2 – Mild Systemic D,0.0009249451771112055
otherproc1,0.000863824736775878
ethnicity_hispanic_Yes,0.0007392388341589236
dpatrm,0.0007308937612976182
crd_icd9_2,0.0007020236335283569
height,0.0006923703282166522
podiagtx10,0.0006176931992893254
var00002,0.0006126860260957693
cerebral_palsy,0.0006009219089297463
acq_abnormality,0.0005892841023454668
ped_sap_finish,0.0005780420266556839
optime,0.0005559309620964193
concurr2,0.0005551041837524728
prbili,0.0005454666292236478
anetime,0.000544825438117182
ped_spn_icudays_10 days,0.0005365682341341304
ped_sap_timelast,0.0005290520423839315
ped_sap_time1,0.0005159931270144429
conwrvu1,0.0004865694658216397
dprhct,0.00045908078906729724
prpt,0.0004500239015502171
dprbun,0.00043873966861083467
dprpt,0.00042960059269413025
othercpt4,0.0004270563265781968
prplate,0.00042491277710303286
caseid,0.0004207055066806759
othercpt9,0.00041878083855216206
dischdest_Home/Permanent Residence,0.000412074992280595
impcogstat,0.0003972990525127012
otherproc10_OSTEOT SPI PST/PSTLAT APPR 1 VRT SGM EA VRT SGM,0.0003741970083372066
otherproc3,0.0003659699202927818
prcreat,0.00036292318405046353
ped_spn_post_trnsvol_allogen,0.00034748157956888585
crd_icd9_1,0.0003362631317151854
ped_spn_icudays_3 days,0.00033561556407877153
ped_spn_icudays_2 days,0.0003303181741570416
othercpt6,0.0003278760496513815
combo_abx_regimen_cefazolin_gentamicin,0.0003231797985089378
otherproc9_PELVIC FIXATION OTHER THAN SACRUM,0.0003180766048576627
asaclas_ASA 4 – Severe Systemic,0.0002926894057999289
anesurg,0.0002819609206232259
concurr1,0.0002751122480182977
retopor2icd101_T81.30XA,0.0002739796741361738
bleeddis,0.000268786547523746
